0,0,0,73.86,72.34,1505433649977
0,0,0,74.04,72.34,1505433709978
0,0,0,74.19,72.34,1505433769978
0,0,0,74.11,72.34,1505433829980
0,0,0,74.24,72.34,1505433889980
0,0,0,74.26,72.34,1505433949981
0,0,0,74.31,72.34,1505434009983
0,0,0,74.40,72.34,1505434069984
0,0,0,74.41,72.34,1505434129985
0,0,0,74.39,72.34,1505434189986
0,0,0,74.40,72.34,1505434249986
0,0,0,74.37,72.34,1505434309987
0,0,0,74.39,71.99,1505434369988
0,0,0,74.41,71.99,1505434429988
0,0,0,74.43,71.99,1505434489989
0,0,0,74.34,71.99,1505434549989
0,0,0,74.33,71.99,1505434609991
0,0,0,74.28,71.99,1505434669992
0,0,0,74.26,71.99,1505434729992
0,0,0,74.23,71.99,1505434789993
0,0,0,74.19,71.99,1505434849995
0,0,0,74.21,71.99,1505434909996
1,1,0,74.15,71.46,1505434969997
1,1,0,74.04,71.46,1505435029997
1,1,0,73.92,71.46,1505435089999
1,1,0,73.80,71.46,1505435149999
1,1,0,73.71,71.46,1505435210000
1,1,0,73.64,71.46,1505435270001
1,1,0,73.64,71.46,1505435330001
0,0,0,73.60,71.46,1505435390002
0,0,0,73.70,71.46,1505435450003
0,0,0,73.77,71.46,1505435510005
0,0,0,73.97,68.69,1505435570005
0,0,0,74.06,68.69,1505435630006
0,0,0,74.10,68.69,1505435690008
0,0,0,74.14,68.69,1505435750008
0,0,0,74.27,68.69,1505435810010
0,0,0,74.21,68.69,1505435870010
0,0,0,74.21,68.69,1505435930011
0,0,0,74.38,68.69,1505435990013
0,0,0,74.33,68.69,1505436050014
0,0,0,74.37,68.69,1505436110014
0,0,0,74.32,69.61,1505436170015
0,0,0,74.33,69.61,1505436230016
0,0,0,74.31,69.61,1505436290016
0,0,0,74.29,69.61,1505436350017
0,0,0,74.28,69.61,1505436410017
0,0,0,74.22,69.61,1505436470018
0,0,0,74.22,69.61,1505436530018
0,0,0,74.28,69.61,1505436590020
0,0,0,74.37,69.61,1505436650025
0,0,0,74.31,69.61,1505436710028
0,0,0,74.34,69.61,1505436770028
1,1,0,74.43,69.61,1505436830030
1,1,0,74.43,69.61,1505436890031
1,1,0,74.17,69.61,1505436950031
1,1,0,74.00,69.61,1505437010033
1,1,0,73.92,69.61,1505437070034
1,1,0,73.79,69.61,1505437130035
1,1,0,73.78,69.61,1505437190036
0,0,0,73.73,69.61,1505437250036
0,0,0,73.66,69.61,1505437310038
0,0,0,73.74,69.73,1505437370039
0,0,0,73.95,69.73,1505437430039
0,0,0,74.06,69.73,1505437490040
0,0,0,74.21,69.73,1505437550042
0,0,0,74.40,69.73,1505437610042
0,0,0,74.44,69.73,1505437670043
0,0,0,74.43,69.73,1505437730044
0,0,0,74.38,69.73,1505437790044
0,0,0,74.42,69.73,1505437850045
0,0,0,74.49,69.73,1505437910047
0,0,0,74.49,69.73,1505437970047
0,0,0,74.59,69.73,1505438030049
0,0,0,74.49,69.73,1505438090049
0,0,0,74.61,69.73,1505438150051
0,0,0,74.54,69.73,1505438210051
0,0,0,74.59,69.73,1505438270051
0,0,0,74.66,69.73,1505438330053
0,0,0,74.70,69.73,1505438390054
0,0,0,74.62,69.73,1505438450054
0,0,0,74.56,69.73,1505438510055
0,0,0,74.47,69.71,1505438570057
0,0,0,74.57,69.71,1505438630057
0,0,0,74.52,69.71,1505438690058
0,0,0,74.50,69.71,1505438750059
0,0,0,74.48,69.71,1505438810061
0,0,0,74.49,69.71,1505438870062
0,0,0,74.48,69.71,1505438930062
0,0,0,74.47,69.71,1505438990063
0,0,0,74.42,69.71,1505439050065
0,0,0,74.41,69.71,1505439110067
0,0,0,74.42,67.33,1505439170068
1,1,0,74.32,67.33,1505439230069
1,1,0,74.18,67.33,1505439290069
1,1,0,74.10,67.33,1505439350070
1,1,0,73.97,67.33,1505439410071
1,1,0,73.76,67.33,1505439470071
1,1,0,73.77,67.33,1505439530072
0,0,0,73.70,67.33,1505439590072
0,0,0,73.69,67.33,1505439650073
0,0,0,73.80,67.33,1505439710073
0,0,0,73.95,65.95,1505439770074
0,0,0,74.06,65.95,1505439830074
0,0,0,74.13,65.95,1505439890076
0,0,0,74.19,65.95,1505439950076
0,0,0,74.26,65.95,1505440010077
0,0,0,74.24,65.95,1505440070077
0,0,0,74.27,65.95,1505440130077
0,0,0,74.31,65.95,1505440190078
0,0,0,74.28,65.95,1505440250079
0,0,0,74.33,65.95,1505440310079
0,0,0,74.31,66.01,1505440370081
0,0,0,74.33,66.01,1505440430082
0,0,0,74.38,66.01,1505440490083
0,0,0,74.41,66.01,1505440550084
0,0,0,74.36,66.01,1505440610084
0,0,0,74.40,66.01,1505440670085
0,0,0,74.35,66.01,1505440730087
0,0,0,74.36,66.01,1505440790088
0,0,0,74.45,66.01,1505440850088
0,0,0,74.44,66.01,1505440910090
0,0,0,74.43,66.01,1505440970091
1,1,0,74.47,66.01,1505441030091
1,1,0,74.41,66.01,1505441090093
1,1,0,74.33,66.01,1505441150094
1,1,0,74.14,66.01,1505441210096
1,1,0,73.94,66.01,1505441270097
1,1,0,73.86,66.01,1505441330098
1,1,0,73.70,66.01,1505441390098
0,0,0,73.62,66.01,1505441450100
0,0,0,73.65,66.01,1505441510100
0,0,0,73.76,66.02,1505441570101
0,0,0,73.82,66.02,1505441630102
0,0,0,73.90,66.02,1505441690104
0,0,0,74.00,66.02,1505441750105
0,0,0,74.04,66.02,1505441810106
0,0,0,74.14,66.02,1505441870106
0,0,0,74.16,66.02,1505441930107
0,0,0,74.30,66.02,1505441990109
0,0,0,74.25,66.02,1505442050109
0,0,0,74.23,66.02,1505442110111
0,0,0,74.22,66.02,1505442170111
0,0,0,74.23,66.02,1505442230113
0,0,0,74.19,66.02,1505442290114
0,0,0,74.22,66.02,1505442350115
0,0,0,74.25,66.02,1505442410116
0,0,0,74.32,66.02,1505442470116
0,0,0,74.26,66.02,1505442530117
0,0,0,74.28,66.02,1505442590119
0,0,0,74.28,66.02,1505442650119
0,0,0,74.33,66.02,1505442710121
0,0,0,74.36,65.14,1505442770121
1,1,0,74.31,65.14,1505442830123
1,1,0,74.27,65.14,1505442890124
1,1,0,74.14,65.14,1505442950124
1,1,0,74.02,65.14,1505443010126
1,1,0,74.00,65.14,1505443070126
1,1,0,73.92,65.14,1505443130133
1,1,0,73.85,65.14,1505443190143
0,0,0,73.80,65.14,1505443250144
0,0,0,73.88,65.14,1505443310145
0,0,0,73.92,65.14,1505443370146
0,0,0,74.01,65.14,1505443430147
0,0,0,74.09,65.14,1505443490148
0,0,0,74.16,65.14,1505443550148
0,0,0,74.23,65.14,1505443610149
0,0,0,74.36,65.14,1505443670150
0,0,0,74.45,65.14,1505443730151
0,0,0,74.40,65.14,1505443790151
0,0,0,74.40,65.14,1505443850152
0,0,0,74.40,65.14,1505443910153
